GANTT_FILE


# sequences   = 32
# motifs      = 99
motif length  = 10


species sequence lengths:

	human      : 2000
	orangutan  : 2000
	gibbon     : 2000
	baboon     : 2000
	macaque    : 2000
	galago     : 2000
	rabbit     : 2000
	gpig       : 2000
	mouse      : 2000
	nrat       : 2000
	squirrel   : 2000
	eushrew    : 2000
	megabat    : 2000
	microbat   : 2000
	orca       : 2000
	dolphin    : 2000
	sheep      : 2000
	cow        : 2000
	horse      : 2000
	rhino      : 2000
	cat        : 2000
	ferret     : 2000
	dog        : 2000
	walrus     : 2000
	panda      : 2000
	armadillo  : 2000
	elephant   : 2000
	manatee    : 2000
	turtle     : 2000
	chicken    : 1662
	wfrog      : 2000
	coelacanth : 2000


Motif number	Species   	Position	F/R	Match score
          13	human     	1943    	R	9       
          13	orangutan 	1719    	F	9       
          13	gibbon    	239     	R	8       
          13	gibbon    	1225    	R	8       
          13	gibbon    	1696    	F	8       
          13	gibbon    	1965    	F	8       
          13	baboon    	324     	R	9       
          13	macaque   	1215    	F	9       
          13	macaque   	1715    	F	9       
          13	macaque   	1942    	R	9       
          13	galago    	1722    	F	9       
          13	rabbit    	1153    	R	9       
          13	rabbit    	1304    	F	9       
          13	rabbit    	1412    	F	9       
          13	gpig      	818     	R	9       
          13	gpig      	1397    	F	9       
          13	mouse     	114     	R	8       
          13	mouse     	568     	R	8       
          13	mouse     	589     	F	8       
          13	mouse     	622     	F	8       
          13	mouse     	1016    	R	8       
          13	mouse     	1522    	F	8       
          13	mouse     	1632    	F	8       
          13	mouse     	1943    	R	8       
          13	nrat      	1681    	F	9       
          13	squirrel  	1449    	F	9       
          13	eushrew   	1019    	R	9       
          13	eushrew   	1330    	F	9       
          13	megabat   	1395    	F	9       
          13	microbat  	1080    	R	9       
          13	microbat  	1149    	R	9       
          13	orca      	1516    	F	9       
          13	orca      	1627    	F	9       
          13	dolphin   	1286    	F	9       
          13	dolphin   	1397    	F	9       
          13	sheep     	1719    	F	9       
          13	cow       	34      	R	9       
          13	cow       	1610    	F	9       
          13	horse     	1716    	F	9       
          13	rhino     	1397    	R	9       
          13	rhino     	1717    	F	9       
          13	cat       	1670    	F	9       
          13	ferret    	1448    	F	9       
          13	dog       	1670    	F	9       
          13	walrus    	1706    	F	9       
          13	panda     	1411    	F	9       
          13	armadillo 	1719    	F	9       
          13	elephant  	1362    	F	9       
          13	elephant  	1448    	F	9       
          13	manatee   	1321    	F	9       
          13	manatee   	1346    	F	9       
          13	manatee   	1432    	F	9       
          13	turtle    	1801    	R	8       
          13	chicken   	563     	F	7       
          13	chicken   	571     	R	7       
          13	chicken   	606     	F	7       
          13	chicken   	611     	R	7       
          13	chicken   	616     	R	7       
          13	chicken   	620     	R	7       
          13	chicken   	690     	F	7       
          13	chicken   	899     	F	7       
          13	chicken   	1033    	F	7       
          13	chicken   	1034    	F	7       
          13	chicken   	1038    	F	7       
          13	chicken   	1099    	R	7       
          13	chicken   	1119    	F	7       
          13	chicken   	1239    	F	7       
          13	chicken   	1243    	F	7       
          13	chicken   	1295    	F	7       
          13	chicken   	1311    	F	7       
          13	chicken   	1357    	F	7       
          13	chicken   	1499    	R	7       
          13	chicken   	1503    	R	7       
          13	chicken   	1510    	R	7       
          13	chicken   	1515    	R	7       
          13	chicken   	1549    	R	7       
          13	chicken   	1631    	F	7       
          13	wfrog     	1662    	R	8       
          13	coelacanth	1938    	R	9       

          14	human     	1716    	F	9       
          14	human     	1861    	R	9       
          14	orangutan 	1905    	R	8       
          14	gibbon    	92      	R	8       
          14	gibbon    	955     	F	8       
          14	gibbon    	1715    	F	8       
          14	baboon    	168     	F	8       
          14	macaque   	1715    	F	9       
          14	macaque   	1860    	R	9       
          14	galago    	1722    	F	9       
          14	galago    	1867    	R	9       
          14	rabbit    	1412    	F	9       
          14	rabbit    	1557    	R	9       
          14	gpig      	1397    	F	9       
          14	gpig      	1542    	R	9       
          14	mouse     	1522    	F	10      
          14	nrat      	1570    	F	10      
          14	squirrel  	1449    	F	9       
          14	squirrel  	1594    	R	9       
          14	eushrew   	842     	F	9       
          14	eushrew   	1330    	F	9       
          14	eushrew   	1474    	R	9       
          14	megabat   	1395    	F	9       
          14	megabat   	1540    	R	9       
          14	microbat  	1310    	F	9       
          14	microbat  	1540    	R	9       
          14	orca      	1516    	F	9       
          14	orca      	1627    	F	9       
          14	orca      	1774    	R	9       
          14	dolphin   	1286    	F	9       
          14	dolphin   	1397    	F	9       
          14	dolphin   	1543    	R	9       
          14	dolphin   	1774    	R	9       
          14	sheep     	1719    	F	9       
          14	sheep     	1842    	R	9       
          14	cow       	1610    	F	9       
          14	cow       	1756    	R	9       
          14	horse     	1716    	F	9       
          14	horse     	1862    	R	9       
          14	rhino     	1717    	F	9       
          14	rhino     	1862    	R	9       
          14	cat       	1080    	R	9       
          14	cat       	1670    	F	9       
          14	cat       	1815    	R	9       
          14	ferret    	1448    	F	9       
          14	ferret    	1593    	R	9       
          14	dog       	1670    	F	9       
          14	dog       	1815    	R	9       
          14	walrus    	1119    	R	9       
          14	walrus    	1706    	F	9       
          14	walrus    	1851    	R	9       
          14	panda     	1411    	F	9       
          14	panda     	1532    	R	9       
          14	armadillo 	1719    	F	9       
          14	armadillo 	1864    	R	9       
          14	elephant  	1448    	F	9       
          14	elephant  	1573    	R	9       
          14	manatee   	1321    	F	9       
          14	manatee   	1432    	F	9       
          14	turtle    	1741    	F	8       
          14	turtle    	1801    	R	8       
          14	chicken   	29      	F	7       
          14	chicken   	152     	F	7       
          14	chicken   	216     	F	7       
          14	chicken   	240     	F	7       
          14	chicken   	248     	R	7       
          14	chicken   	487     	R	7       
          14	chicken   	559     	F	7       
          14	chicken   	568     	R	7       
          14	chicken   	633     	R	7       
          14	chicken   	708     	F	7       
          14	chicken   	808     	F	7       
          14	chicken   	1034    	F	7       
          14	chicken   	1099    	R	7       
          14	chicken   	1114    	F	7       
          14	chicken   	1234    	F	7       
          14	chicken   	1277    	R	7       
          14	chicken   	1308    	F	7       
          14	chicken   	1311    	F	7       
          14	chicken   	1365    	R	7       
          14	chicken   	1496    	R	7       
          14	chicken   	1503    	R	7       
          14	chicken   	1508    	R	7       
          14	chicken   	1514    	R	7       
          14	chicken   	1548    	R	7       
          14	chicken   	1549    	R	7       
          14	wfrog     	911     	F	8       
          14	wfrog     	1832    	R	8       
          14	coelacanth	1844    	F	8       
          14	coelacanth	1871    	R	8       

          15	human     	778     	R	9       
          15	orangutan 	1283    	R	9       
          15	gibbon    	65      	F	8       
          15	gibbon    	1002    	R	8       
          15	baboon    	1726    	R	9       
          15	macaque   	780     	R	9       
          15	galago    	806     	R	8       
          15	galago    	1353    	F	8       
          15	galago    	1407    	F	8       
          15	rabbit    	458     	R	10      
          15	gpig      	533     	R	9       
          15	mouse     	232     	F	9       
          15	nrat      	383     	F	8       
          15	nrat      	580     	R	8       
          15	nrat      	1902    	F	8       
          15	squirrel  	504     	F	8       
          15	squirrel  	505     	R	8       
          15	squirrel  	1914    	F	8       
          15	eushrew   	484     	F	8       
          15	eushrew   	1200    	R	8       
          15	eushrew   	1450    	F	8       
          15	eushrew   	1451    	R	8       
          15	eushrew   	1516    	R	8       
          15	eushrew   	1520    	F	8       
          15	megabat   	448     	R	9       
          15	microbat  	414     	R	8       
          15	microbat  	1179    	R	8       
          15	microbat  	1222    	F	8       
          15	microbat  	1333    	R	8       
          15	microbat  	1582    	R	8       
          15	microbat  	1774    	F	8       
          15	orca      	1705    	R	9       
          15	dolphin   	459     	R	8       
          15	dolphin   	636     	R	8       
          15	dolphin   	1176    	R	8       
          15	sheep     	745     	R	10      
          15	cow       	640     	R	10      
          15	horse     	749     	R	10      
          15	rhino     	743     	R	10      
          15	cat       	716     	R	9       
          15	ferret    	288     	R	9       
          15	ferret    	481     	R	9       
          15	dog       	748     	R	10      
          15	walrus    	747     	R	9       
          15	panda     	475     	R	9       
          15	armadillo 	834     	R	9       
          15	elephant  	500     	R	8       
          15	elephant  	1471    	F	8       
          15	elephant  	1671    	R	8       
          15	manatee   	417     	R	10      
          15	turtle    	189     	F	7       
          15	turtle    	553     	F	7       
          15	chicken   	999     	R	8       
          15	chicken   	1341    	R	8       
          15	chicken   	1399    	R	8       
          15	wfrog     	348     	R	7       
          15	wfrog     	1590    	F	7       
          15	wfrog     	1685    	R	7       
          15	wfrog     	1914    	R	7       
          15	coelacanth	539     	F	8       
          15	coelacanth	719     	R	8       

          16	human     	1668    	F	9       
          16	orangutan 	565     	R	8       
          16	orangutan 	834     	F	8       
          16	orangutan 	1234    	F	8       
          16	orangutan 	1677    	R	8       
          16	orangutan 	1795    	R	8       
          16	orangutan 	1828    	R	8       
          16	gibbon    	1816    	F	8       
